Nome da Música,Nome do Artista,Ano de Lançamento,Gênero Musical,Letra da Música,Playlist
Vida Rasa,Orochi,2024,Trap,"Você me disse
Que essa vida é ilusão
Eu me pergunto
Se isso é verdade ou não

Tem de tudo, gosto muito
Dessa vida cara
Porque que nós vive assim
Como se não houvesse fim

Eles confunde minha postura
E pensa que eu sou chei' de marra
Tu pode até falar de mim
Foda-se tô nem ai

(Orochi)
Mas eu já sei qual é, sua intenção
Quer me deixar na sede, pra eu te procurar
Quer ter o mundo todo na palma da mão
Mas nós é pitbull, brabão de domar

Impossível dela me esquecer
Impossível ela dizer que não
Não tem como você me prender
Tu nunca vai ter meu coração

Vários querem render pra nós agora
Quer entrar no quadrado, parar do lado
E falar que é do bonde
Com o tempo a tropa só melhora
Pesado de ouro, carro aceso
Mano nós é a forte

Você me disse
Que essa vida é ilusão
Eu me pergunto
Se isso é verdade ou não",Trapperz Brasil
BB ATLETA,Kawe,2024,Trap,"Já sei como eu te deixo safada
Jeitinho que você gosta, eu sei amor
Pena que as paredes não falam
Se não, hoteis caros cantariam nossas canções
Eu vou te comer em todas as posições
Deu minha cota eu preciso correr
Sempre tem piranha pra nós comer

Qual é? Fácil falar de longe!
Vem aqui chega mais perto
A mais gata do bonde
Só segura minha mão, e vem que eu vou te levar
Pra longe, mas calma, não pode postar
Então larga, seu celular na porta
Quando vazar cê pega
Não tem horas iguais
Mas eu te pego na hora certa
Só me pedir que eu taco, nessa bebê atleta
Quantas vezes que for necessário

Be só não se acomoda sei
Que tu gosta do jeito que eu te pego bem
Faz fumaça daquela que te deixa leve
E deixa que nós intensifica o momento gatona
Não sou desses ai que finge
Bebê só não se emociona
Enquanto vive alto requinte
Vou fazer sua bunda de sanfona
Depois que nós fizer uns brinde
Bico invejoso só fala
Que eu levo ela pro Caribe

Já sei como eu te deixo safada
Jeitinho que você gosta, eu sei amor
Pena que as paredes não falam
Se não, hoteis caros cantariam nossas canções*
Eu vou te comer em todas as posições
Deu minha cota eu preciso correr
Sempre tem piranha pra nós comer

Eu falei que eu não ia errar
Mas garota eu errei de novo
Eu falei que eu não te entendia
Mas na real só me fiz de bobo
Eu só me fiz de fácil
Eu só pedi um espaço
Não do pé pra ela
Porque quando eu dei eu me senti pisando em falso
Sem rastro eu sou quem te consome
Minha vida é uma série
Você foi só um episódio
Amor que vira ódio
Eu só capricho e sumo
Não tenta estender uma história que foi só resumo

Então larga, seu celular na porta
Quando vazar cê pega
Não tem horas iguais
Mas eu te pego na hora certa
Só me pedir que eu taco, nessa bebê atleta
Quantas vezes que for necessário

Já sei como eu te deixo safada
O Jeitinho que você gosta, eu sei amor
Pena que as paredes não falam
Se não, hotéis caros cantariam nossas canções",Trapperz Brasil
Embalo,"Ryu, The Runner",2024,Trap,"(Ahn, ahn, ahn, ahn)
Ahn (yeah)

Se me ver correndo, não me para, só pega o embalo (ahn)
Ando com dois soldado, pra tu cair, é um estalo
Ela olhou pro pulso, me perguntou quanto vale
Juro que eu não sei, mas o meu swag é inestimável (ahn, ahn)

É só um relógio
Conta as hora e a vantagem (ahn, ahn)
Ela já é uma peça, eu nem vou gastar na montagem (ah)
Se eu fosse uma luz, taria na mais alta voltagem
Ela sabe que eu sou cachorro e no pescoço tem um quilate
Lean combando com bala (ahn, ahn, ahn), com bala
Tava chapado na sala, só que pra mim eu tava no quarto, huh
Fiz o álbum do ano, só que pra mim eu tava no auge (ahn, ahn)
Tô em cima do palco no festival, não tô mais em lounge, yeah

Causando no club (ahn)
Fumando até a mente dar bug (bug)
Esfarelo o nug
Se exibe se eu chego no pub (pub)
Talvez seja miragem
A minha mente faz um zigue-zague
Não tem mais volta
Não tem mais volta

Se eu tô, vira um baile (baile), faço a casa pular (ahn)
Se eu tô fumando ice (Ice), enrolei um temaki (ahn)
Ela me distrai (me distrai), me chama pro combate (oh)
Como que não vai? (Que não vai)
Fico até levar um baque (uh, uh, yeah)

Travado igual um pug, mas não perco a postura de thug (uoh, uoh)
Mesmo resumo de sempre, perco tudo se ela ficar nude
Meu copo tava pink, joguei cinco e ele ficou muddy
Fui meu médico e me mediquei, só aumentei a dose do syrup (oh)
Com pé no chão eu tô sempre, por isso que a gente sobe (ahn)
Ainda bem que confiei em mim quando ninguém mais pôde (oh, yeah)
Dobrei minha dose e chapei, acho que tô vendo até OVNI
No fim das contas, gostei, mas não sei bem como pode (ahn)

Eu sei que eu não posso dar mole
Liguei os amigo do corre
Já chega assombrando de bode
Joia brilhando igual um pod
Preciso de um seguro que cobre
Vadias dançando no pole
Chove tequila, clima notável

Uou, yeah, chama as amiga que fode
Passei na régua, afinei o bigode
Eu tô no kit da BAPE, ela no kit da Fear of God (uou)
Tô me virando há um tempo, ele se pergunta: Como que pode?
Respondo com poucas palavra, hum: Cachorro que late não morde

Tanto faz
Se eu tô na night, é porque eu tô no corre
Nunca mais
Você vai ver o TT (nunca mais)
Nunca mais eu dou mole (yeah)
No gás, voando mais que um ET
O estúdio parece um OVNI
Inimigos fazem igual pra ter
A minha vitória é óbvia, yeah

Na wave da drug
Vou subir no palco do club (ahn, ahn)
Correndo no blood
A bala do meu double cup (yah)
Se esse cara quer cena, eu só digo: Cai fora, covarde
As puta quer mídia, os puxa-saco tira vantagem (ahn, ahn)

Se me ver correndo, não me para, só pega o embalo (ahn)
Ando com dois soldado, pra tu cair, é um estalo
Ela olhou pro pulso, me perguntou quanto vale
Juro que eu não sei, mas o meu swag é inestimável",Trapperz Brasil
zumzumzum,Teto,2024,Trap,"Essa porra não é pa' qualquer um
Meu nome 'tá causando zum-zum-zum, zum-zum
Joga na mala, empacoto um, zum-zum
Mocado na bala, isso p'ra mim é comum, mãos p'ra o alto
P'ra os que se foram digo: ""Amém""
Não dá p'ra negar que eu queria ser alguém
A cena não vai me fazer refém (Ah, nah-nah-nah)
Eu sempre soube (Eh-eh-eh) que ia virar (Eh-eh-eh)
Agora que eu cheguei (Agora que)
Nunca vou deixar ninguém me derrubar
História p'ra contar, yeah, o tempo não me ajuda
Me custam caro essas notas
Um milhão vai e vem, um milhão não me faz falta

Essa porra não é pa' qualquer um (Não)
Meu nome 'tá causando zum-zum-zum (Ham)
Joga na mala, еmpacoto um (Hm-hm)
Eu fumo na blunt quando tô de jejum (Hm)
Maconha da forte еla quer jogar o bumbum

Aperto um estirado de sobremesa
O dinheiro já não sai mais da minha cabeça
Não é p'ra qualquer um, ninguém vai querer que tu cresça
A fama ela tem momentos que vêm de surpresa
'Tá bom, então pega na baga, geral quer te usar como escada
Se não joga a toalha, muita história e pouca caminhada
Isso eu não suporto, meu suporte nunca falha (Okay)
E se eu não der conta vou ter que puxar navalha
Quebra-cabeça eu monto, tô tentando chegar num ponto (Yeah)
Enquanto 'cês riem de assunto
Eu vou atrás de um lugarzin p'ra contar
Todo o dinheiro que eu juntar

Essa porra não é pa' qualquer um (Hm-hm)
Meu nome 'tá causando zum-zum-zum, (Zum-zum-zum)
Joga na mala, empacoto um, zum-zum
Eu fumo a blunt quando tô de jejum (Jejum)
Essa porra não é pa' qualquer um",Trapperz Brasil
Objetivo,Senndy,2024,Trap,"baby eu ‘tô dizendo (i’m sayin)
ela passa a madrugada dropa um xanax
duas colt, essa merda canta bem (uh, talk sh-t)
hoje eu não confio em ninguém
só tenho shooter, i don’t have a friend (i don’t f-ck with them)
nego, eu tenho um objetivo (uoh-uh)
bater na bunda dela o placo e acordar sorrindo (wow wow, ok, ok, ok)
baby eu ‘tô dizendo (i’m sayin)
ela passa a madrugada dropa um xanax
duas colt, essa merda canta bem (uh, talk sh-t)
hoje eu não confio em ninguém
só tenho shooter, i don’t have a friend (i don’t f-ck with them)
nego, eu tenho um objetivo
bater na bunda dela o placo е, acordar sorrindo (ok, ok)


[verso: senndy]
andei por vários lugares que еle não pisa (wow, uh)
eu vi o crime de perto meu mano eu nunca me rendi
preferi o papel e a caneta, eu plantei o meu sonho
logo menos pra fazer a colheita
só fica no mesmo, só fica no mesmo
eu, tinha essas neurose mas eu ‘tô uns cinco passo a frente
acendo mais um pra minha mente
ainda o mesmo senndy (é o senndy, né?!)
mas tem uma coisa que ‘tá diferente
deve ser o zero na minha conta (24)
‘tô ficando rich n-gga (rich)
i’m a rich n-gga
olha onde, olha onde eu tô’
esse mano fala não tenta com a crazy rec (p-ssy n-gga)
todos sabem, o meu nome agora é quem?
você não sabe de onde eu vim, né?!
essa não veio de longe (uh-uh-uh)
[verso: alee]
e ela sorriu
tua bunda passando na minha bio
eu jogo dentro, a vadia tem diu
quer ir pro story arrancar mais view
contando grana em, rico, amém!
quer fu- quer foder na onda do verde
na onda da sativa, baila diva (ih-uh)
por que essa piranha quer cortar minha brisa?
do nada me paga um blow (ih-uh)
objetivo é encher meu bolso
vou postar mas vou borrar teu rosto (aah)
vou te chupar pra ver qual é teu gosto (hmm)
na meca eu piso fundo (hmm-hmm)
rico, amém! (ya-yaay)
e ela só quer brincar com a mente do nego (vambora)
rico, amém! (yesir, hmhmm)


[refrão: senndy]
baby eu ‘tô dizendo (i’m sayin)
ela passa a madrugada dropa um xanax
duas colt, essa merda canta bem (uh, talk sh-t)
hoje eu não confio em ninguém
só tenho shooter, i don’t have a friend (i don’t f-ck with them)
nego, eu tenho um objetivo
bater na bunda dela o placo e, acordar sorrindo (wow wow, ok, ok, ok, i’m sayin)
baby eu tô dizendo (woow)",Trapperz Brasil
Ferrari Vermelha,MC Caverinha,2024,Trap,"Cobertor não molha mais por conta das goteiras
Tá chovendo grana e eu contando na cobertura
Deixei o busão de lado
Eu vou de Ferrari vermelha
Se o jet é com o Caveira
Já sei que a noite é maluca

Que ela senta gemendo meu vulgo
Menina maluca, instinto piranha
Tá na base, quer foder no escuro
Tapão na sua bunda, deixo ela marcada
E se for falar de conteúdo
Menina da busa, minha afrodite
Sua bunda só cabe na minha frente
Eu piloto essa nave, pique Need For Speed

Uma ménage selvagem na relação sempre ajuda
Amiga que é amiga bebe junto e fode junto
Então, bota as paty pra dançar pra mim
Bailão, chapa com vodka, a tropa e gin
Mozão, olha a vibe que o bico te deixa
Na onda a noite inteira

Então, bota as paty pra dançar pra mim
Bailão, chapa com vodka, a tropa e gin
Mozão, olha a vibe que o bico te deixa
Na onda a noite inteira

Vai ser difícil me localizar
Tô com o tubarão, só não perreca, deixa eu revoar
Te dei a opção de fazer parte da minha vida
Quebrou meu coração e eu não tive outra saída
Hoje meu pião é de Ferrari red, com a conta lotada
Cê já sabe é o príncipe do trap
Muitas me chamam de vida, querem ser mãe da minha filha
Não adianta fazer fila, que o Caveira não presta (não)

Então, bota as paty pra dançar pra mim
Bailão, chapa com vodka, a tropa e gin
Mozão, olha a vibe que o bico te deixa
Na onda a noite inteira

Então, bota as paty pra dançar pra mim
Bailão, chapa com vodka, a tropa e gin
Mozão, olha a vibe que o bico te deixa
Na onda a noite inteira

Papo reto, eu vou falar
Difícil memo é esses pussy me acompanhar
Nega, eu quero um chá de pepeka logo de manhã (ahn, ahn)
Tubarão, Caveira e o D estourando Cham' Cham'

Eu conheci uma novinha que disse que faz OnlyFans
E eu levei pra minha base
Digamos que eu fico mais elegante depois de umas dose de conhaque
Só ligo em segunda com o tubarão
Estendi foi a semana inteira
Quase inundei a boate depois que eu puxei
O peixe da minha carteira

Mas aí, tá suave?
Eu pego a Larissa na segunda
Busco a Daniela na terça
Juro que ela sabe que eu amo essa bunda
Quarta Feira é a Maia, diaba na cama
Juro que ela faz um estrago
Quinta eu busco a Renata pra fumar uns beck e dar um pião no meu carro

A partir da sexta bololô começou
Nego eu vou encerrar a sessão
Tubarão me ligou pra fazer revoada com o Caverinha na mansão
Vou chamar as modelo
Tu sabe eu sou 01, nunca fui 02
Eu bebi tanto whisky que eu vou te falar
Nem sei pra onde minha mente foi

Então, bota as paty pra dançar pra mim
Bailão, chapa com vodka, a tropa e gin
Mozão, olha a vibe que o bico te deixa
Na onda a noite inteira

Então, bota as paty pra dançar pra mim
Bailão, chapa com vodka, a tropa e gin
Mozão, olha a vibe que o bico te deixa
Na onda a noite inteira",Trapperz Brasil
EU TAVA AQUI PENSANDO - VERSÃO BH,Dj Luan Gomes,2024,Funk,"Eu tava aqui pensando
Imaginando o teu cheiro
Beijando a sua boca
Pra te deixar louca

Sonhei com teu sorriso
Querendo o teu olhar
Querendo sua atenção
Pra eu te falar

Eu tava aqui pensando
Imaginando o teu cheiro
Beijando a sua boca
Pra te deixar louca

Sonhei com teu sorriso
Querendo o teu olhar
Querendo sua atenção
Pra eu te falar",funk challenge
Brota no meu Setor,WZ Beat,2024,Funk,"Ela Vem, Brota No Meu Setor (part. FP do Trem Bala e MC Rodrigo do CN)
DJ Zigão

A carga chora
Na biqueira
Enquanto meu bolso sorrir

Se o crime não fosse bom, bebê
Eu não ia tá aqui
E os amigos privadão
Já já, vai cantar lili
Avisa vai ter bailão quando a tropa toda sair

Ela vem, brota no meu setor
Fuma do kunk, puxa do lança
Ela rebola na minha PT
Pra mostrar como ela dança
Já no efeito do md
Essas puta nunca cansa

Tá suave morador
É lazer da segurança

Ela vem, brota no meu setor
Fuma do kunk, puxa do lança
Ela rebola na minha PT
Pra mostrar como ela dança
Já no efeito do md
Essas puta nunca cansa

Tá suave morador
É lazer da segurança
Tá suave morador
É lazer da segurança

Tá suave morador
É lazer da segurança
Tá suave morador
É lazer da segurança

É lazer da segurança
É lazer da segurança
É lazer da segurança",funk challenge
Ela Joga na Hora,Mc Pogba,2024,Funk,"E ae DJ Guih Da ZO, 'tá vagabundo mesmo, hein, cachorro
Não pode ver o Guih Da ZO
Que ela joga na hora
Não pode ver o Guih Da ZO
Que ela joga na hora
Pra trás ela joga o corpo
Pra frente joga xoxota
Pra frente joga xoxota
Hoje nós te arrasta e te come
E amanhã vai te esquecer
Nós taca o pau e tchau
Nós taca o pau e tchau, bebê
Nós taca o pau e tchau
Nós taca o pau e tchau, bebê
Nós taca o pau e tchau
Nós taca o pau e tchau, bebê
Nós taca o pau e tchau
Nós taca o pau e tchau, bebê
Nós taca o pau e tchau
Nós taca o pau e tchau, bebê
E ae DJ Guih Da ZO, 'tá vagabundo mesmo, hein, cachorro
Não pode ver o Guih Da ZO
Que ela joga na hora
Não pode ver o Guih Da ZO
Que ela joga na hora
Pra trás ela joga o corpo
Pra frente joga xoxota
Pra frente joga xoxota
Hoje nós te arrasta e te come
E amanhã vai te esquecer
Nós taca o pau e tchau
Nós taca o pau e tchau, bebê
Nós taca o pau e tchau
Nós taca o pau e tchau, bebê
Nós taca o pau e tchau
Nós taca o pau e tchau, bebê
Nós taca o pau e tchau
Nós taca o pau e tchau, bebê
Nós taca o pau e tchau
Nós taca o pau e tchau, bebê
E ae DJ Guih Da
E ae DJ Guih Da ZO, 'tá vagabundo mesmo, hein, cachorro",funk challenge
Machuquei,Mc guizinho niazi,2024,Funk,"Ai, caliquinha (say my name, say my name)
DJ Luizinho
Machuquei, machuquei (say my name, say my name)
Haha, será que nós machuca ela?
(Machuquei, machuquei a xota da paty, hum, yeah)

Ela quer transar
Me chamou pra fuder
Quer se aventurar
Quer uma noite de prazer
Quer fumar meu ice
Quer curtir, quer beber
E a sua BCT

Machuquei, machuquei (say my name, say my name)
A xota da paty, ela geme bem e me pede replay
Machuquei, machuquei (say my name, say my name)
Ela ficou de quatro, empurrei no talo, sem querer gozei
Machuquei, machuquei (say my name, say my name)
Ela ficou de quatro, empurrei no talo, sem querer gozei (name)
Machuquei, machuquei
Ela ficou de quatro, empurrei no talo, sem querer gozei (if you ain't runnin' game)
Machuquei, machuquei
Ela ficou de quatro, empurrei no talo, sem querer gozei
Machuquei, machuquei (say my name, say my name)
Ela ficou de quatro, empurrei no talo, sem querer gozei (if you ain't runnin' game)

(Say my name, say my name, name, name, name, name)
(Say my name, say my name, name, name, name, name)

Ela quer transar
Me chamou pra fuder
Quer se aventurar
Quer uma noite de prazer
Quer fumar meu ice
Quer curtir, quer beber
E a sua BCT

Machuquei, machuquei (say my name, say my name)
A xota da paty, ela geme bem e me pede replay
Machuquei, machuquei (say my name, say my name)
Ela ficou de quatro, empurrei no talo, sem querer gozei
Machuquei, machuquei (say my name, say my name)
Ela ficou de quatro, empurrei no talo, sem querer gozei (name)
Machuquei, machuquei
Ela ficou de quatro, empurrei no talo, sem querer gozei (if you ain't runnin' game)
Machuquei, machuquei
Ela ficou de quatro, empurrei no talo, sem querer gozei
Machuquei, machuquei (say my name, say my name)
Ela ficou de quatro, empurrei no talo, sem querer gozei (if you ain't runnin' game)

(Say my name, say my name, name, name, name, name)
(Say my name, say my name, name, name, name, name)",funk challenge
